FID,Permit_ID,Permit_Nam,Address,City,State,Zip,County,PrimaryWas,PrimaryOpe,PermitStat,PermitExpD,Status,Latitude,Longitude,counties_FID,counties_OBJECTID,counties_PERIMETER,counties_CO_ABBR,counties_ACRES,counties_Shape_Leng,counties_RO,counties_GlobalID,counties_SHAPE_Le_1,counties_SHAPE_Area
"575",60AG-LCID-,Bickel Demolition Landfill,Rock Island Road,Charlotte,NC,"28278",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.160896000000001,-80.999206000000001,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"576",60AH-LCID-,Duke Power Training Center,5001 Amos Smith Road,Pineville,NC,"28214",Mecklenburg,LCID,LF,InactiveClosed,,Open,35.228014999999999,-80.995673999999994,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"577",60AI-LCID-,Magla Products,Church Street,Huntersville,NC,"28078",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.416713000000001,-80.838217000000000,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"578",60AK-LCID-,O Kenneth Ivy,10399 Idlewild Road,Matthews,NC,"28105",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.170856000000001,-80.700528000000006,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"579",60A-LCID-,Carowinds,Catawba Service Road,Charlotte,NC,"28273",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.104587000000002,-80.945199000000002,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"580",60AL-DEMO-1988,North Mecklenburg,Holbrook Road,Huntersville,NC,"28078",Mecklenburg,CD,LF,InactiveClosed,,Closed,35.394996999999996,-80.816513000000000,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"581",60AM-LCID-,Ronald J Brewer,3015 Kelly Road,Charlotte,NC,"28216",Mecklenburg,LCID,LF,Active,2014/06/01,Open,35.318347000000003,-80.914576999999994,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"582",60AN-LCID,"Metrolina Greenhouses, Inc.",16400 Huntersville-Concord Road,Huntersville,NC,"28078",Mecklenburg,LCID,LF,Active,,Open,35.417338999999998,-80.769242000000006,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"583",60AN-LCID-,Metrolina Greenhouse Demo LF,Concord Road,Huntersville,NC,"28078",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.416108000000001,-80.772570999999999,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"584",60AP-LCID-,Ervin Lane,Ervin Lane,Charlotte,NC,"28134",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.109988999999999,-80.891446999999999,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"585",60AR-LCID-,Tommy Price,10900 Pine Grove Avenue,Charlotte,NC,"28227",Mecklenburg,LCID,LF,Active,2014/06/10,Open,35.207219000000002,-80.658927000000006,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"586",60AS-DEMO-,Flora Blevins,5710 Cheshire Road,Charlotte,NC,"28269",Mecklenburg,CD,LF,InactiveClosed,,Closed,35.328651000000001,-80.800511000000000,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"587",60AT-LCID-,Amphitheater Entertainment Cor,707 Blockbuster Road,Charlotte,NC,"28262",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.330488000000003,-80.711175999999995,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"588",60AU-LCID-,Charlotte Douglas Internat'l Airport,7200 Old Dowd Road,Charlotte,NC,"28214",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.224902999999998,-80.959518000000003,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"589",60AV-INDUS-,Vulcan Materials,14129 Albemarle Road,Mint Hill,NC,"28227",Mecklenburg,Indus,LF,InactiveClosed,,Closed,35.226972000000004,-80.617141000000004,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"590",60AW-DEMO-,The Park Ministries,13733 Lancaster Highway,Pineville,NC,"28134",Mecklenburg,CD,LF,InactiveClosed,,Closed,35.052731999999999,-80.850295000000003,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"591",60AX-LCID-,Lakeview Road Landfill Inc,4627 Lakeview Road,Charlotte,NC,"28216",Mecklenburg,LCID,LF,Active,2014/06/01,Open,35.331195999999998,-80.862550999999996,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"592",60B-DEMO-,Don Misenheimer Rubble Site,10700 Albemarle Road,Charlotte,NC,"28227",Mecklenburg,CD,LF,InactiveClosed,,Closed,35.205466999999999,-80.664482000000007,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"593",60C-LCID-,Don R Robertson Demo Landfill,Shopton Road,Charlotte,NC,"28217",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.171093999999997,-80.955078999999998,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"594",60D-DEMO-,James Bailey,Kelly Road,Charlotte,NC,"28216",Mecklenburg,CD,LF,InactiveClosed,,Closed,35.316248000000002,-80.912638000000001,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"595",60E-LCID-,Terry Love,Kelly Road,Charlotte,NC,"28216",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.318427999999997,-80.914664000000002,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"596",60F-LCID-,Carowinds,Catawba Service Road,Pineville,NC,"28273",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.105747999999998,-80.945162999999994,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"597",60H-LCID-,Thomas Road Demo Landfill,Thomas Road,Charlotte,NC,"28278",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.070681000000000,-81.008182000000005,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"598",60I-LCID-,F T Williams,Palmer Drive,Charlotte,NC,"28212",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.213047000000003,-80.746274000000000,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"599",60J-LCID-,John Crosland Company,Newland Road,Charlotte,NC,"28206",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.260407000000001,-80.838817000000006,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"600",60K-LCID-,Blythe Industries Inc,5600 David Cox Road,Charlotte,NC,"28269",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.340367000000001,-80.821872999999997,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"601",60L-LCID-,Salem Baptist Church,5318 Salem Church Road,Charlotte,NC,"28216",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.276428000000003,-80.894480999999999,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"602",60M-LCID-,Blythe Industries Incorporated,4300 David Cox Road,Charlotte,NC,"28269",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.338670999999998,-80.800132000000005,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"603",60O-LCID-,F T  Williams Co  Inc,Oakdale Road,Charlotte,NC,"28216",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.328884000000002,-80.908184000000006,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"604",60P-LCID-,Champion Contracting,Hubbard Road,Charlotte,NC,"28269",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.325800999999998,-80.797546999999994,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"605",60Q-LCID-,Piedmont Grading & Wrecking,11898 Everette Keith Road,Huntersville,NC,"28078",Mecklenburg,LCID,LF,Active,2014/03/03,Open,35.380386999999999,-80.819040999999999,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"606",60R-LCID-,Weiss Brothers Construction,Remont Road,Charlotte,NC,"28203",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.213400999999998,-80.874235999999996,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"607",60S-LCID-,Kenneth C. Reeves,2323 Salome Church Road,Charlotte,NC,"28262",Mecklenburg,LCID,LF,Active,2014/06/01,Open,35.341371000000002,-80.722033999999994,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"608",60T-LCID-,Harry Grimmer,Providence Plant.,Charlotte,NC,"28270",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.077375000000004,-80.762338000000000,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"609",60U-LCID-,Florida Steel Corporation,6601 Lakeview Road,Charlotte,NC,"28269",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.340454999999999,-80.825601000000006,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"610",60V-LCID-,F T Williams Company Inc,Harrisburg Road,Mint Hill,NC,"28215",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.247214999999997,-80.655506000000003,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"611",60W-LCID-,J C Teeter,Plaza Road Extention,Charlotte,NC,"28215",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.251773999999997,-80.704127999999997,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"612",60X-LCID-,The Park Ministries,13733 Lancaster Highway,Pineville,NC,"28134",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.052785000000000,-80.850292999999994,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"613",60Y-LCID-,Garfield Blackwell,Dorman Road,Pineville,NC,"28134",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.061332000000000,-80.890703999999999,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"614",60Z1-LCID-,Chambers,Coble Road,Charlotte,NC,"28227",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.226602000000000,-80.598585000000000,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"615",60Z-LCID-,Chambers Demo Landfill,10506 Coble Road,Charlotte,NC,"28227",Mecklenburg,LCID,LF,InactiveClosed,,Closed,35.224224000000000,-80.593740999999994,"98",98.000000000000000,192864.546875000000000,MECK,351606.437500000000000,632756.423076999955811,MRO,{32A1B429-A95E-47CE-97B1-07BB72B9F3F8},236507.398317632352700,15217170486.399999618530273
"616",6201-MSWLF-1980,Montgomery County Landfill,Landfill Road (S.R. 1137),Troy,NC,"27306",Montgomery,MSW,LF,InactiveClosed,,Closed,35.329391000000001,-79.962928000000005,"68",68.000000000000000,180910.703125000000000,MONT,320860.093750000000000,593537.863320000004023,FRO,{C9D99C7A-27EB-4C80-B433-14D5632091D8},221949.899263892002637,13976656836.200002670288086
"617",6204-MSWLF-1995,Uwharrie Env. Reg. Landfill,500 Landfill Road,Mount Gilead,NC,"27371",Montgomery,MSW,LF,Active,2017/08/23,Open,35.341718999999998,-79.957842999999997,"68",68.000000000000000,180910.703125000000000,MONT,320860.093750000000000,593537.863320000004023,FRO,{C9D99C7A-27EB-4C80-B433-14D5632091D8},221949.899263892002637,13976656836.200002670288086
"618",6301-CDLF-1992,Moore County C&D Landfill,456 Turning Leaf Way,Aberdeen,NC,"28315",Moore,CD,LF,Active,2015/07/25,Open,35.150266999999999,-79.491581999999994,"67",67.000000000000000,225127.625000000000000,MOOR,451347.312500000058208,738606.285338000045158,FRO,{6683DF1A-FE50-4009-A15C-0A06CC3C8714},276136.044372153119184,19660675261.700000762939453
"619",6301-MSWLF-1979,Moore County Landfill,456 Turning Leaf Way,Aberdeen,NC,"28315",Moore,MSW,LF,InactiveClosed,,Closed,35.148220999999999,-79.488831000000005,"67",67.000000000000000,225127.625000000000000,MOOR,451347.312500000058208,738606.285338000045158,FRO,{6683DF1A-FE50-4009-A15C-0A06CC3C8714},276136.044372153119184,19660675261.700000762939453
"620",63A-DEMO-,Pinehurst Corporation,Tram Road (S.R. 1289),Taylortown,NC,"27376",Moore,CD,LF,InactiveClosed,,Closed,35.226928000000001,-79.496990999999994,"67",67.000000000000000,225127.625000000000000,MOOR,451347.312500000058208,738606.285338000045158,FRO,{6683DF1A-FE50-4009-A15C-0A06CC3C8714},276136.044372153119184,19660675261.700000762939453
"621",63B-LCID-,Lucky Lady Landfill,141 Dawkins Street,Aberdeen,NC,"28315",Moore,LCID,LF,Active,2015/06/17,Open,35.164121999999999,-79.477429000000001,"67",67.000000000000000,225127.625000000000000,MOOR,451347.312500000058208,738606.285338000045158,FRO,{6683DF1A-FE50-4009-A15C-0A06CC3C8714},276136.044372153119184,19660675261.700000762939453
"622",63C-LCID-,Stump Hole LCID LF,121 Holly Ridge Road,Carthage,NC,"28327",Moore,LCID,LF,Active,2018/09/16,Open,35.290084999999998,-79.439496000000005,"67",67.000000000000000,225127.625000000000000,MOOR,451347.312500000058208,738606.285338000045158,FRO,{6683DF1A-FE50-4009-A15C-0A06CC3C8714},276136.044372153119184,19660675261.700000762939453
"623",6401-CDLF-1999,Nash County CDLF,Duke Road (S.R. 1411),Nashville,NC,"27856",Nash,CD,LF,InactiveClosed,,Closed,36.060236000000003,-77.995672999999996,"35",35.000000000000000,188138.156250000000000,NASH,347339.281250000000000,617249.906028999947011,RRO,{FEE5087A-C0C4-4B6B-8745-6A961F67A5C1},232857.747119193838444,15130089355.799999237060547
"624",6401-MSWLF-1983,Nash County Landfill,Duke Road (S.R. 1411),Nashville,NC,"27856",Nash,MSW,LF,InactiveClosed,,Closed,36.061490999999997,-77.993441000000004,"35",35.000000000000000,188138.156250000000000,NASH,347339.281250000000000,617249.906028999947011,RRO,{FEE5087A-C0C4-4B6B-8745-6A961F67A5C1},232857.747119193838444,15130089355.799999237060547
"625",6403-CDLF-2000,Nash County C&D Landfill,3057 Duke Road,Nashville,NC,"27856",Nash,CD,LF,Active,2013/07/01,Open,36.059181000000002,-78.005521000000002,"35",35.000000000000000,188138.156250000000000,NASH,347339.281250000000000,617249.906028999947011,RRO,{FEE5087A-C0C4-4B6B-8745-6A961F67A5C1},232857.747119193838444,15130089355.799999237060547
"626",64A-DEMO-,Wallace Green Landfill,Sir Gus Road (S.R. 1920),Spring Hope,NC,"27882",Nash,CD,LF,InactiveClosed,,Closed,35.913355000000003,-78.034656999999996,"35",35.000000000000000,188138.156250000000000,NASH,347339.281250000000000,617249.906028999947011,RRO,{FEE5087A-C0C4-4B6B-8745-6A961F67A5C1},232857.747119193838444,15130089355.799999237060547
"627",64B-LCID-,Peggy Green LCID Landfill,Sir Gus Road (S.R. 1920),Spring Hope,NC,"27882",Nash,LCID,LF,InactiveClosed,,Closed,35.918075999999999,-78.040553000000003,"35",35.000000000000000,188138.156250000000000,NASH,347339.281250000000000,617249.906028999947011,RRO,{FEE5087A-C0C4-4B6B-8745-6A961F67A5C1},232857.747119193838444,15130089355.799999237060547
"628",6503-MSWLF-1980,Blue Clay Road Landfill,4129 Blue Clay Road,Wilmington,NC,"28429",New Hanover,MSW,LF,InactiveClosed,,Closed,34.323101000000001,-77.895280999999997,"93",93.000000000000000,157195.296875000000000,NEWH,140534.203125000000000,515731.563092999975197,WIRO,{86AB6611-0C1A-4ADC-A9B1-9BAF9BC53761},190464.603462583530927,6121666285.420000076293945
"629",6504-MSWLF-1981,New Hanover County Landfill,5120 US Highway 421 North,Wilmington,NC,"28401",New Hanover,MSW,LF,Active,2017/04/29,Open,34.324089999999998,-77.999039999999994,"93",93.000000000000000,157195.296875000000000,NEWH,140534.203125000000000,515731.563092999975197,WIRO,{86AB6611-0C1A-4ADC-A9B1-9BAF9BC53761},190464.603462583530927,6121666285.420000076293945
